group,unweighted_n,weighted_rate,unweighted_rate
5,795,0.1600751105787763,0.12075471698113208
4,1185,0.1363818526861314,0.11729957805907174
7,246,0.12474025809480596,0.10975609756097561
3,1955,0.11726704681021262,0.10230179028132992
6,457,0.11712765896549268,0.1050328227571116
8,103,0.11284232946494407,0.07766990291262135
2,3314,0.10995146403299377,0.09474954737477369
1,6396,0.0698012493485791,0.0623827392120075
0,14326,0.04023841694692242,0.04195169621666899
